627356	768077	2130434	517202	434412	560029	439416	392757	474624	480485	471949	480246	517846	534977	32700	511941	500783	459072	448713	466640	534315	807195	470910	597450	602344	528595	480924	483095	486057	665947	496761	529449	472425	429185	474693	642086	425511	403595	461018	887115	403728	2117560	674820	458994	561285	476632	509454	453058	410207	437583
692654	778560	2244003	520899	449047	562148	440526	393833	475784	483333	477571	483403	523113	542517	38664	514795	505931	460474	523466	470695	585414	808479	475112	599173	605517	590993	483493	484944	488373	671913	505466	530842	477637	430740	476458	2065092	427081	405026	466228	890017	404925	2195904	675796	576649	565387	477570	531333	453802	410678	438297
707941	841810	2379222	526622	455734	571871	441150	395021	476983	486125	485512	484853	528439	546287	43521	517642	510765	461515	542689	484438	591245	809648	476711	600903	609741	622233	485482	487081	492440	677791	517829	584550	481202	431942	477796	2068628	427198	407625	468410	892289	405304	2197972	676864	619966	573048	479739	554624	455110	412155	439548
2022900	916139	2429823	529083	456760	573301	441802	395408	478838	540931	488451	486119	531450	553301	50591	518056	512236	462079	551018	495444	624428	811221	480069	605432	650567	625209	488043	487835	523425	740026	520064	589946	486828	433514	479298	2070423	428798	407940	471349	966563	406017	2199432	679167	693113	591964	482026	562645	458118	413225	440298
2060828	2021238	2436055	531577	457136	574117	442103	395656	480629	542435	532527	487344	537019	555684	52808	519958	514226	463763	604385	499327	632873	812325	484507	650621	670545	632681	489204	490290	530444	742883	527439	632759	493968	440223	480874	2072653	429103	409008	474716	1994731	406771	2201663	686059	696445	601771	539491	576868	459851	449720	442071
2067993	2040104	3242038	585330	457644	576848	444252	396058	480868	544537	534688	491020	542539	557097	59495	522592	521974	465287	605614	508669	697584	816541	489917	736085	673748	650899	494288	494024	537951	744198	528637	633515	501294	441758	486126	2075238	429675	409501	476205	2006365	409275	2203005	739694	764235	605155	541456	588760	463793	451303	444262
2102559	2090845	3252907	621939	459377	582196	444623	396369	484010	546296	536149	497018	583253	566256	60834	526415	527210	467243	606845	515374	700995	860169	490996	738743	676735	699581	498054	494968	542943	745094	533722	648743	516699	443915	488745	2079493	429749	410626	480602	2008446	411545	2205373	740605	765308	609340	542322	592267	473261	461083	445873
2200615	2099314	3263599	630373	460250	583665	445501	397041	484717	554916	539210	536588	588723	584353	62124	528099	528261	467600	607943	519127	703169	865169	491960	804635	735702	709306	511684	497705	544003	745896	560253	695511	519546	448240	490226	2083902	430224	411260	486806	2014960	412992	2207183	742500	766352	613619	543174	594090	495866	467128	448051
2289572	2100795	3273306	646455	463763	586257	447814	397675	539376	631529	542188	539134	590856	587234	67758	539676	528857	468130	608843	519879	728302	870592	493623	2043206	738448	711661	518143	498719	546718	801202	582392	697145	525044	456938	539342	2119317	432283	411810	489989	2043836	415780	2249737	743980	2025044	639946	544195	602513	501611	517632	455589
2300119	2105374	3286895	734317	465456	596658	449347	398273	543205	633193	545115	542053	594075	591868	69830	549131	531106	468437	610241	522694	768676	875491	498991	2094048	740155	770640	524395	504213	549981	802934	588025	705428	541455	458007	540999	2301308	432442	412769	504927	2044399	447994	2291723	745361	2025800	644473	544668	610138	511635	544264	456417
2352101	2132482	3296437	767288	465985	623050	453445	398806	543820	633410	546192	544210	621346	593444	72824	553359	531758	469001	610858	530625	773380	879781	502507	2124957	741587	775871	531939	511046	554121	804214	590155	783658	582873	459418	541710	2303955	432909	413517	514592	2248747	448339	2293876	745989	2026254	647211	545636	614212	519747	564488	457184
2358790	2149098	3308483	770859	466225	623656	453994	399381	544613	634123	587856	548273	624254	631755	77362	556473	532849	469671	611750	532903	775361	884537	509373	2127176	742562	2063744	539468	521431	643812	804948	591328	838051	597388	460147	542609	2306088	435099	414425	539302	2266442	450924	2308669	747602	2026804	649575	546308	626620	520380	566992	458445
2546733	2173920	3324852	774619	469753	626701	454715	399949	545276	635093	592472	550354	626058	632925	85218	558036	533814	470550	613129	538907	783814	893458	515697	2139083	743684	2070871	540487	525588	718888	805453	623354	1983418	621937	460648	543422	3583390	435162	439916	542104	2348026	451110	4039299	748630	2027494	652122	547101	632514	530141	567805	460859
3200371	2178369	3338532	776059	471005	648596	456072	400434	545785	635860	593407	589106	631680	633968	88951	562375	535088	471046	615587	540523	2029143	956728	517070	2208126	746302	2074372	543571	535582	2035991	805936	625274	2027866	623747	461166	544418	3585307	435497	441268	543344	2395251	494494	5292295	751133	2028146	656537	547758	634256	531877	569631	461286
3215280	2184508	3353820	783994	471334	695944	459951	402540	546668	637887	595538	591046	636164	637004	96784	564147	537805	471967	651263	548262	2033571	2003265	517964	2212435	750504	2081031	544787	538928	2060332	808833	629726	2028493	625363	461953	545183	3591599	436526	446993	590332	2400485	499224	5353250	752584	2057185	658799	548474	701317	536332	571914	462270
3272348	2186445	3368066	2031969	471802	2024203	476091	406159	546746	639792	626012	592406	694614	637476	100586	591441	541976	473127	654783	549519	2064642	2336936	523078	2213692	750893	2084520	547069	539582	2069732	811554	631870	2030304	626325	462270	545872	3596291	437415	448449	625051	2416505	548385	5357728	754055	2057761	661882	549261	2021350	544101	575014	463729
3346034	2196279	3379491	2032855	474765	2100940	476255	407129	547204	705141	632177	593839	700993	701548	106511	594623	556641	473683	655946	553251	2066455	2341005	539822	2215431	798601	2115884	550152	540627	2071146	811608	634454	2031914	628917	463342	547543	3597824	437584	448732	628015	2456287	557720	5443337	755610	2069125	665710	550083	2021921	578904	583691	464257
3552007	2201138	3397091	2038273	476376	2104156	477594	435730	547897	713296	635647	626421	704356	757383	109838	599509	581848	474751	659040	578129	2067933	2401591	544184	2223118	803886	2198919	553477	542032	2075536	811766	644703	2036349	630972	464579	549844	3608854	442746	451286	629778	2460367	561738	5447204	810048	2277082	672023	551289	2022523	587831	604333	473432
3552201	2252836	3425120	2064241	484861	2131654	479766	437868	549365	2073075	638634	628112	705433	771394	122768	600198	582606	475127	667709	578748	2072791	2402714	556426	2224974	806604	2201191	588856	544990	2077831	816520	697364	2064149	632359	466055	552215	3616800	443748	460581	630508	2462615	600949	6887538	813364	2357736	675669	552350	2024241	621643	605930	475776
3553041	2257586	3551720	2064801	490041	2141794	482947	439006	551016	2074641	641511	630440	706881	841722	134386	642077	584414	476358	670677	582308	2073461	2405018	576637	2233390	809268	2207054	590535	545482	2081067	817500	698782	2077237	636382	466545	556305	3619162	444602	500140	699568	2465147	604985	6891371	821196	2358800	682851	553626	2026505	629024	606344	477324
3553652	2263281	3935125	2076668	497568	2142927	483829	439902	553747	2075969	699522	633126	709206	1909778	134571	644061	585613	477048	673084	585325	2079250	2408177	578467	2252556	810164	2242346	591773	545923	2108402	818470	700301	2106232	645727	467920	592471	3622196	445850	531622	704154	2470137	609115	6940560	827183	2438770	690916	554738	2037908	642158	607783	479143
3561226	2328415	4207204	2086661	499976	2151415	484255	441214	555865	2077186	700465	633284	762240	1989491	138194	644758	586501	480597	674327	621273	2086085	2409994	580268	2312800	811823	2282367	592856	546487	2120215	819394	767823	2116293	648521	468305	593822	3628966	449459	531936	704961	2471986	610630	7006320	2005674	2441443	697308	556031	2054007	711277	610207	480092
3566244	2369127	4465878	2105723	514858	2159402	487736	446237	557381	2080345	701600	634127	775674	1992358	142599	653400	587564	487644	675941	622751	2109440	2456289	582008	2318572	811902	2287287	625363	546969	2122373	820018	769390	2167538	651843	468660	634617	3632393	451027	561106	706714	2475846	611379	7009779	2006704	2443562	710589	557608	2060201	767247	611460	480852
3647627	2429728	5391355	2108229	517405	2161034	488160	450263	560217	2082057	708391	634361	779345	2059615	145527	662719	588967	490675	677059	623420	2112962	2463623	589747	2396389	814787	2289564	626980	547625	2123044	821930	770425	2209468	661826	470228	636293	3635186	452917	564871	708997	2477407	612147	7081342	2007728	2569621	714146	593154	2061247	770363	612830	482662
3669671	2571375	5468664	2109355	518660	2163661	488565	451722	578256	2082263	777012	636621	2058275	2066831	154698	664486	592438	495330	678365	631909	2117620	2464624	593413	2400309	815511	2308540	635412	548057	2123553	824741	776682	2219329	697636	471752	637443	3712864	454093	570042	713223	2478441	666165	7083692	2009734	2572257	716967	595361	2064964	772138	613189	483501
3791066	2577705	5536161	2111144	521229	2166480	488817	560458	587853	2115306	780890	637806	2060223	2068898	158800	669377	594715	502881	679894	635155	2146615	2467272	620837	2468914	816680	2317324	636583	548731	2124249	860730	850213	2278035	699409	476042	638859	3718947	454419	572792	771075	2485279	668395	7084712	2012346	2574818	720718	597637	2087712	779175	616040	486648
3819305	2833494	5585194	2112504	527070	2176205	489665	561316	592396	2118890	783379	639304	2062703	2071210	165527	714075	598462	506202	681068	636416	2169699	2470069	621515	3583905	816967	2362557	638837	550581	2125506	864253	2029720	2279001	701155	478616	640282	3725616	454704	575818	772438	2493410	668827	7143904	2042317	2576711	725404	632696	2098239	2023290	634035	489187
3880267	2855446	5593381	2123291	527996	2181649	493721	603757	592868	2120491	2060897	640765	2063440	2079833	169796	716625	624311	508272	682508	644704	2192569	2472011	623042	3586353	818732	2365454	640139	551484	2126625	865619	2065702	2303810	704126	482371	641614	5243347	455114	603461	773755	2542304	671879	8485637	2043478	2578327	728985	633961	2100229	2024318	658373	490532
3897940	3130965	5652927	2135341	529714	2185840	494535	606286	594120	2122254	2061724	643135	2064706	2121276	179274	719022	625179	514637	684102	646596	2195879	2473581	626877	3590077	820675	2369768	641708	552400	2127179	868450	2066728	2313481	709781	484476	643746	5244701	455612	606321	774670	4016733	676667	8537922	2045135	2582438	733964	635180	2102601	2025439	666304	491330
3977789	3563788	5675693	2195868	530028	2239051	495397	607674	594550	2124144	2062602	698583	2069486	2131424	183440	720732	633035	516959	685241	649104	2197946	2476838	628879	3594335	823178	2376649	642165	553472	2136918	869444	2068325	2318454	715313	485544	2072529	5247869	455944	610723	775764	4026307	678541	8600004	2046239	2586206	738335	636682	2109343	2054866	669802	492999
4026429	3597867	5678110	2197513	531380	2240220	496058	608793	595826	2130093	2066552	700928	2069633	2140138	187043	721934	644877	519178	741876	652910	2207574	2482347	632026	3617869	823639	2379353	646851	554932	2206616	873166	2073609	2333591	719247	489872	2076679	5249039	457549	613632	779901	4040410	679534	8602933	2048664	3560343	741670	637777	2115117	2055758	675887	493804
4027455	3720462	5686853	2208540	533812	2262116	498357	610750	597320	2299225	2074493	702828	2071570	2160507	192444	787724	699105	520694	744165	656959	2288546	5468696	634755	3630274	824875	2439688	653965	556176	2208386	874586	2074063	2426687	770816	493497	2079361	5263942	457703	615331	2032213	4055908	679621	8656472	2092858	3561009	746962	638623	2133785	2056960	677641	494909
4104763	3742565	5754666	2211604	534626	2270147	499316	668498	597935	2301097	2076889	705849	2072733	2179441	199046	2069404	708873	521451	746196	658933	2360734	5481773	646371	3656020	831372	3610825	658161	557750	2216280	876155	2077163	2514815	773191	500247	2081193	5297977	458886	616755	2035302	4057899	682763	8658653	2094728	3562220	749908	639173	2141795	2058164	679938	495671
4148548	3749154	5764897	2223732	535383	2271905	499644	671265	624576	2302972	2078081	707351	2075965	2206886	204443	2072448	710693	523884	747755	660978	2363346	5483313	693541	3657576	871398	3705104	660192	558695	2218248	877370	2086381	2522629	2030489	503682	2082761	5300035	460706	618484	2060272	4122977	683326	8660858	2097550	3563401	753447	640134	2149063	2060954	681070	498466
4275135	3829437	5774779	2237576	536132	2273523	500278	672643	629255	2304947	2080673	709440	2080213	2212554	212559	2072998	713068	525925	750156	663268	3571468	5490148	695119	3704582	873505	3797576	699519	561711	2218958	881739	2087487	2566310	2032704	505678	2119568	5302605	461265	649515	2063211	4138654	687334	8670089	2266512	3564193	760721	641015	2151702	2064153	682546	499397
4301886	3841735	6954147	2239152	539644	2274649	501921	674141	629915	2306491	2081679	714809	2081968	2233520	217509	2074220	718760	526781	751309	692237	3573112	5540275	696388	3782807	874368	3819935	705001	584468	2236021	884129	2111916	3556340	2034083	512895	2120514	5314644	461874	660688	2064066	4143489	728510	8734305	2334448	3567302	773243	641825	2182861	2066115	687166	499951
4346482	3867291	7032611	2240568	540989	2276219	503340	676000	632486	2308098	2112839	772368	2084928	2240898	227988	2085351	769161	527710	753554	693828	3576451	5543696	697053	3787071	877133	3876728	705846	586761	2292450	888525	2118250	3561222	2036277	516489	2125447	5380206	462629	661675	2065398	4249029	732787	8735749	2337266	3572137	785780	643282	2194787	2074156	717301	500429
4401041	3924301	7165861	2280803	543141	2280743	505394	677514	634434	2312590	2113596	774282	2109384	2242090	231867	2088682	771465	528192	754697	695196	3582262	5546996	699828	3899003	880748	3916180	708275	588981	3567117	893196	2155554	3561840	2058315	519186	2126272	5383362	463875	663014	2065909	4260824	735545	8737634	2338023	4026895	798293	645164	2197491	2080938	733350	500557
4415657	3927655	7207008	2288409	544763	2291334	506966	679456	635451	3588668	2118411	777167	2125983	2286823	238676	2117029	772274	528902	758159	695931	3588360	5551072	701351	3907841	883104	4023705	710398	590623	3576265	902229	2162875	3563714	2060816	521775	2127100	5389632	464663	666369	2068040	4261935	737550	8742332	2340096	4030799	804547	647476	2202247	2082573	741358	502049
4431702	3963239	7234290	2294404	578207	2298022	507471	727586	638347	3592976	2121653	781506	2128122	2300479	243185	2118572	773589	529561	815711	697672	3589793	5599553	703259	3920307	886044	4025655	712293	591870	3577019	946330	2166791	3566359	2061946	524314	2128251	6888530	464968	671098	2068749	4266321	737819	10101747	2341417	4162402	812412	705515	2246119	2084799	749745	502862
4530234	3966585	7238940	2359621	579004	2575209	508257	731043	640107	3596472	2125543	2030256	2189856	2302069	246059	2120177	774915	530981	819150	702529	3596835	5602303	706827	3923211	888872	4029935	714604	592634	3580179	950402	2169593	3568163	2062901	526090	2129330	6891439	466011	671688	2069563	4271459	738996	10105289	2343311	4290666	817884	707034	2261683	2101033	750479	504013
4533461	3988252	7241533	2362587	580795	3564555	509656	734030	643317	3600947	2127636	2062932	2198039	2315729	259259	2121655	778172	531297	825523	708753	3612245	5605022	715700	4037305	893624	4037572	719641	593168	3581106	955366	2190447	3596103	2066564	528416	2130583	6893025	466101	674457	2072906	4375977	739234	10108413	2344661	4292779	825044	709143	2263018	2103577	752599	506025
4887128	4000279	7247537	2364707	585026	3569365	512412	736291	645224	3616042	2129563	2064506	2207290	2365416	263384	2122591	781957	532107	2001324	712938	3657369	5607547	764512	4040542	896169	4049785	723274	593760	3582528	959767	2193560	3598618	2068528	531000	2131554	6896886	466913	676602	2074578	4377691	741209	10151549	2347245	4295211	829599	711156	2269268	2105831	821925	507055
5177482	4094164	7329309	2369053	586965	3575314	514381	739749	696542	3620040	2133111	2065375	2232406	2366924	269883	2132537	784135	532876	2003047	715342	3687315	5611615	765909	4042392	1997220	4055963	777560	594282	3583994	961317	2196899	3640925	2068743	533242	2132567	6902363	467400	680193	2075560	4502694	741869	10153629	2349034	4296773	843788	716011	2284916	2106822	869440	507706
5177879	4102484	8754900	2372892	588103	3578996	515598	741796	710573	3623724	2134415	2067525	2259210	3241062	276575	2135402	2071245	533230	2006381	719203	3722803	5706150	766939	4046257	1997609	4073308	778600	594812	3588501	966139	2200376	3671436	2072173	534470	2135138	8486309	468144	682467	2107461	4505199	744307	10156854	2404958	4410805	871472	2071441	2291549	2108814	946327	508618
5178294	4108421	8798124	2439755	616672	3598185	516150	742916	762829	3625789	2202663	2068898	2277761	3248573	280418	2163601	2072269	533515	2007249	722379	3745480	5707911	767831	4048202	2001237	4079109	779835	595598	3612350	968682	2239579	3685761	2073741	537114	2136749	8489487	469306	684084	2110589	4510957	745151	10186094	2414629	4415004	882499	2074982	2295993	2109409	1143531	510387
5178971	4116640	8805015	2578782	618244	3604524	520981	744331	763601	3630542	2204346	2070601	2285860	3252453	287468	2170544	2077993	534565	2009417	725567	3784064	5713825	777457	4050895	2002519	4298056	782364	596512	3614594	975849	2284516	3750824	2076960	540062	2209558	8491864	470080	685366	2111812	4513918	745691	10214839	2416385	5222408	900821	2076592	2298243	2111293	1196782	512336
5194063	4119212	8814517	2685066	620763	3607878	523408	746371	766623	3633363	2211373	2071333	2288713	3261867	296126	2189701	2081840	535594	2012997	728986	3803622	5717949	779775	4054335	2004792	4301207	786622	597194	3638125	978100	2293900	4097660	2078851	541554	2213464	8494507	470931	688824	2114161	4517322	746424	10281287	4136576	5223026	2003921	2078144	2304954	2119197	1995471	513078
5195256	4153454	8871643	3264363	622632	3622086	524094	747624	766767	3676757	2235497	2076205	2294385	3266156	300410	2191783	2107631	536323	2015571	731221	3812859	6860317	787304	4055588	2044427	5234479	788707	597936	3651694	1993552	2309722	4101135	2081803	544057	2301449	8499239	473496	691602	2115596	4524224	749343	10286788	4256437	5223755	2007977	2083678	3569416	2125444	2001937	514431
5199897	4157110	8898253	3571770	623312	3625023	524749	786352	772602	3713827	2237615	2077978	2296469	3274908	305923	2192687	2110874	536687	2042549	734288	3835242	6862123	843917	4064031	2045533	5242887	2071389	598619	3667899	1996871	2312493	4285032	2084247	550964	2303257	8503391	474524	694163	2117450	4533855	749428	10288650	4258696	5225757	2013028	2118498	3571099	2136823	2005807	515223
5200410	4162962	8906257	3574160	624507	3639888	527264	790568	777098	3723144	2243398	2080058	2368061	3352170	314918	2196469	2121720	537471	2043697	763544	3882622	7181215	846334	4067104	2315230	5243572	2074608	599817	3675346	1998035	2359061	4291076	2086674	556469	2304909	10106620	474991	699443	2121784	4549426	750958	10289959	4263314	5227417	2038925	2121578	3572428	2143403	2007347	515975
5202461	4164541	10415394	3575095	627266	3643346	531065	795149	778861	3725968	2290345	2082857	2370084	3414273	318982	2198793	2143044	537906	2045121	766477	3890235	7186482	849686	4121610	2316300	5250888	2075866	600579	3720198	2000559	2361484	4445936	2107125	558803	2307401	10110404	475809	721744	2122160	4577856	751883	10291130	5273745	5228772	2043205	2122297	3578659	2156757	2008610	518184
5205534	4196391	10419492	3579991	630030	3646564	532929	798127	781580	3727577	2294581	2085800	2372246	3553818	324009	2200824	2156250	538254	2046222	768191	3898268	7265359	2026837	4125384	2319773	5289357	2082530	626964	3728598	2001638	2439787	4460850	2111804	563895	2311252	10115844	477712	724352	2122379	4584606	752654	10355262	5453809	5229971	2047910	2123033	3584221	2158208	2012839	518917
5210566	4203554	10424850	3580586	631352	3657429	533982	800016	842896	3740933	2301031	2112354	2427246	3555232	332277	2203428	2158396	538683	2047424	769540	3902447	7269578	2029727	4213548	2330161	5290828	2083455	631467	3731159	2002862	2444361	5182586	2113598	578653	3581218	11567647	478592	725571	2122879	4594635	756071	10357928	5459201	5336926	2052193	2124329	3586277	2159230	2013707	519613
5216548	4209831	10437439	3584784	635348	3662847	537566	802414	2033216	3811921	2359089	2114843	3557194	3560267	333048	2209164	2159040	539421	2049139	771855	3903508	7274233	2030833	5254140	2331312	5292737	2085094	635255	3741588	2003994	2449099	5187294	2117031	581903	3582106	11577046	479587	728306	2125116	4601390	758431	13193334	5460711	5501513	2074049	2125234	3598022	2161922	2017370	522932
5216898	4217244	10445805	3590844	636432	3662987	541297	804195	2061001	3820796	2363899	2116687	3561459	3579396	336289	2210720	2162163	539913	2051996	777941	3951332	7276455	2032018	5257083	2334358	5346862	2114829	636563	3744169	2004275	3570106	5192286	2120998	584934	3582740	11582631	479837	729791	2159163	4610447	773150	13195157	5461908	5566793	2087687	2126123	3601318	2167619	2020301	530375
5219385	4229198	12096848	3596221	636760	3663663	545970	805315	2069812	3824051	2369304	2116757	3574679	3583036	346464	2211418	2163938	541161	2093217	782262	3983128	7278384	2033366	5259940	2335749	5367925	2118922	637955	3750211	2004357	3571127	5199256	2122569	589426	3584055	11767015	480699	730983	2191056	4624395	790533	13204226	5465559	5568082	2093594	2126696	3606672	2169425	2030489	531056
5221464	4237234	12107251	3600441	637441	3670103	546948	806516	2073370	3897634	2370415	2119145	3577906	3585254	353699	2212848	2166901	542718	2095175	784276	3989886	7282994	2033865	5304879	2337814	5369372	2119683	639121	3783484	2008071	3573229	5204544	2146984	591376	3584820	14875744	480988	732664	2194116	4629153	794478	13205634	5482147	5568983	2097454	2127779	3608318	2170800	2030693	531421
5226219	4299178	12440862	3602604	641403	3678274	548485	807726	2076888	5245842	2373040	2120356	3578708	3586953	354772	2216002	2190262	544072	2096361	786573	4046877	7289744	2036214	5310168	2397335	5370922	2120618	639942	3878826	2008483	3575588	5228779	2159639	595303	3585471	14878843	481730	733472	2195377	4636517	796546	13209930	5483954	5641482	2127915	2128600	3614268	2185626	2042412	533054
5227774	4333541	12450502	3610688	643969	3699039	549295	808946	2078261	5249034	3573455	2120810	3581580	3588121	357869	2218177	2191303	545431	2226563	787818	4048998	8767786	2057419	5313063	2399894	5432779	2121387	641130	3922521	2011923	3584563	5235100	2162653	602017	3586064	14880674	482508	734809	2196310	5271522	796933	13210519	5484964	5645130	2146597	2129546	3615893	2188168	2043838	535697
5231753	4340851	12481385	3620970	647059	3700255	550458	810706	2079569	5252275	3577269	2122793	3584594	3590037	362546	2225260	2201116	550851	2264788	792796	4053324	8771916	2060004	5315604	2400912	5443272	2122335	641802	4048559	2013413	3592965	5235902	2166157	605621	3586973	14883922	483718	735710	2199339	5320587	800464	13211841	5486340	5647123	2164381	2130313	3631624	2196921	2045035	536794
5232480	4349253	12485853	3625627	691399	3733881	551408	812978	2080206	5253266	3578474	2124469	3591471	3591944	370515	2230122	2207664	582219	2268625	799374	4058388	8773533	2060622	5391346	2401284	5444764	2122879	646886	4089882	2014545	3597150	5244297	2189753	618381	3587806	14886742	484012	737160	2200913	5330350	805348	13212738	5488067	6837838	2171589	2131353	3633290	2219821	2045911	538649
5233367	4352517	12493038	3632277	693002	3737355	557249	814379	2082851	5254319	3581116	2125887	3595880	3593438	373894	2234520	2211098	584084	2315427	840030	4083029	8831764	2061129	5450887	2403481	5503688	2125274	648987	4100288	2041302	3601234	5249492	2193994	622231	3588937	14892822	484725	738023	2208420	5401194	806496	13213964	5489210	6838884	2179630	2132712	3635598	2226936	2046610	538962
5240246	4359880	12508388	3636476	694566	3739354	564876	815465	2086997	5255434	3586282	2134765	3597647	3597397	382588	2241692	2219325	589951	2332140	843516	4085518	8837362	2065204	5454253	2405641	5522987	2128391	649977	4102878	2044883	3608006	5282352	2197698	623632	3591784	14940511	485064	738391	2209525	5546653	809374	13216289	5489927	6840417	2186244	2138409	3641283	2276189	2052929	539160
5278782	4361599	12590717	3644779	696340	3753488	565695	817014	2106898	5296719	3587006	2136402	3608111	3598756	383748	2245007	2225892	622000	2334514	846183	4089247	8841794	2067733	5460056	2407357	5534474	2129170	651169	4179179	2052098	3619769	5283682	2200821	624867	3594973	15042137	485893	741342	2218473	5602886	810256	13218654	5490940	6841254	2239375	2140668	3653142	2281503	2058509	544597
5280037	4427729	13221378	3653781	700055	3756136	567556	819155	2125127	5298486	3590800	2139963	3615819	3600127	386016	2246546	2230863	626302	2336738	847349	4092534	8844340	2069993	5461653	2409890	5575065	2132227	652584	4308215	2096044	3621220	5290709	2205943	625590	3596674	0	487218	742309	2222985	5609464	811194	13219293	5492034	6876708	2254863	2206682	3663148	2295770	2088010	546636
5280767	4444690	13221976	3661020	701121	3772038	568305	820553	2125965	5302383	3594284	2153805	3623657	3605063	388570	2262503	2232124	627354	2338060	849174	4178654	10072556	2073736	5465168	2411102	5582705	2153899	654081	4313063	2313545	3623441	5300526	2212872	625903	3598020	0	489170	743007	2226500	5615924	811821	13225545	5493450	6877517	2260787	2208805	3666569	2359789	2088980	547963
5287755	4447710	13372227	3662776	708883	3794993	570352	823427	2126674	5308407	3598910	2199195	3626005	3607736	389280	2293326	2232635	628010	2338940	851965	4193073	10318700	2076169	5482833	2415703	5586293	2158922	655908	4441705	2337454	3623802	5314539	2280837	626566	3600266	0	490572	743707	2286525	5699014	813986	13352971	5542039	6878186	2267764	2209718	3675052	3566740	2093140	551062
5289014	4462930	13386949	3695543	710061	3802272	572466	826341	2127511	5309084	3605395	2205396	3627566	3610402	392337	2302453	2233991	629612	2340049	856814	4194741	10321504	2077079	5542174	2465738	5665575	2163886	657447	4464606	2338135	3628091	5336365	2282716	627568	3601505	0	491282	744839	2288705	5709112	814800	13354348	5543382	6926037	2276819	2211182	3676498	3567998	2096041	552695
5343847	4469127	15104399	3726881	717077	3812676	574136	862165	2130644	5311466	3619014	2208034	3642078	3616473	393247	2304407	2235942	630710	2341249	940370	4201023	10386239	2079352	6801617	2471317	5677255	2196760	658880	5232900	2338459	3630283	5374467	2285587	628147	3603600	0	492199	747435	2292461	5716392	815511	13385478	5544706	6927515	2308817	2212494	3678968	3571982	2097974	553033
5345091	4473599	15237039	3754173	718544	3817572	575633	865156	2131486	5313782	3625052	2212610	3655126	3616532	394240	2380005	2237869	630940	2342781	1985694	4225259	10388664	2082584	6912961	2474290	6842562	2200329	660082	5240541	2340243	3635727	5388913	2290765	628981	3608546	0	493244	748361	2302178	5717664	817320	13412892	5545982	7061811	2314740	2213641	3683034	3572994	2109000	553667
